X,Y,Z,Label
1,-37,869,0
9,-51,901,0
-9,-91,952,0
-15,-90,942,0
-32,-86,892,0
-23,-57,841,0
-40,-29,807,0
-38,2,782,0
-33,55,718,0
-9,93,691,0
-7,35,733,0
-8,-76,884,0
-10,-182,967,0
-2,-198,998,0
9,-125,1011,0
56,-11,989,0
95,101,902,0
78,164,901,0
80,169,859,0
42,157,864,0
18,127,883,0
3,70,918,0
-18,-38,981,0
-27,-97,1023,0
-22,-72,1019,0
4,11,993,0
14,85,996,0
41,151,984,0
35,169,980,0
43,172,994,0
27,137,972,0
15,102,960,0
7,27,985,0
8,-2,984,0
9,-14,970,0
15,63,950,0
34,123,936,0
31,177,908,0
27,219,918,0
18,212,937,0
2,204,921,0
-19,210,955,0
-47,203,950,0
-59,235,906,0
-56,283,876,0
-78,329,852,0
-68,368,852,0
-56,410,841,0
-55,413,880,0
-56,373,896,0
-63,372,894,0
-68,341,920,0
-63,333,959,0
-52,330,948,0
-44,335,939,0
-40,354,924,0
-19,360,913,0
-7,361,922,0
-7,353,945,0
-9,329,943,0
-13,293,962,0
-6,237,1025,0
5,170,1035,0
-3,151,1068,0
1,135,1051,0
-7,139,1072,0
-3,169,1029,0
9,191,1028,0
14,203,1045,0
17,164,1083,0
2,128,1070,0
-7,116,1057,0
-18,113,1037,0
-30,102,1023,0
-33,120,1015,0
-20,141,996,0
-14,140,987,0
-16,140,993,0
-14,137,979,0
-20,128,1001,0
-31,131,988,0
-19,-129,944,0
-28,-126,906,0
-27,-104,913,0
-24,-86,883,0
-23,-78,874,0
-38,-75,869,0
-38,-109,851,0
-53,-115,842,0
-50,-115,818,0
-48,-120,819,0
-36,-108,824,0
-14,-79,807,0
-6,-65,793,0
-8,-47,810,0
6,-28,800,0
13,-7,793,0
8,22,797,0
16,49,789,0
12,76,753,0
0,96,729,0
9,132,729,0
10,163,712,0
27,175,693,0
46,172,670,0
59,199,679,0
61,208,721,0
117,223,719,0
129,244,716,0
141,266,770,0
175,294,816,0
206,297,850,0
237,313,894,0
274,307,900,0
278,347,925,0
294,361,925,0
320,375,938,0
305,385,964,0
315,404,987,0
286,396,968,0
271,394,978,0
278,398,986,0
295,407,1019,0
302,429,1020,0
311,441,1024,0
324,453,1018,0
330,469,1026,0
314,484,978,0
327,480,981,0
341,468,1030,0
346,444,1030,0
344,426,1020,0
349,432,1049,0
364,442,1058,0
352,464,1047,0
352,461,1054,0
376,455,1065,0
386,448,1032,0
378,439,999,0
387,426,997,0
390,401,1038,0
379,356,1092,0
